,Unnamed: 0,Head,Review,Rating
89,89,Foot spahttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,I visit ode spa dor foot massage at courtyard Marriott . I have great experience in the foot spa. I must sagetion to other people for relaxing. https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
90,90,"Soothing, rejuvenating and relaxinghttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",I am taking spa quite often as i need to do lots of traveling due to my work. I have tried all the spas in ahmedabad but I found the ode spa Marriott the best of all. Amazing quality of therapist. Great management.  Jay and vishal both are superb. I am also member . They have great discounts on membership plans .. referring lots of friends too. Best place to relax yourself at ode spa Courtyard by Marriott ahmedabadhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
91,91,Must tryhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,Best spa experienceGood staff and nice treatmentMust visit with family Especially try thai tea .. https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
92,92,"Great hospitality, service, therapy and people...https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",My friend having a membership in ode spa. And he gifted me a spa session on my birthday. I really appreciate the Manager Jay shah to call me wishes me surprise me and invited me to the spa of course my friend arranged all but really unique thing and amazing hospitality.  Alem was therapist she has amazing knowledge.  Music and aroma was great.  I am going to be the member next month for sure. Thanks guys for making my day memorable.  https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
93,93,Experts at the work. Amazing placehttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,It's a great experience...  Since a very long time i wanted to visit a good spa. I saw a great reviews and tempted to visit ode spa at courtyard Marriott. I really liked the way they treated me. Therapy was great. Great therapy knowledge by the therapist. Superb experience...https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
94,94,Ode spa marriot Ahmedabad best in the town. https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,I was traveling from banglore had a stat at marriot Ahmedabad. I am a doctor and had to attend the tiring Pharma company sessions. I wanted get a massage badly. The spa in the marriot was really nice. I had a best time there. They have really good and knowledge people. Therapist was amazing. Fragrance was itself healing. Easy to get appointment too. Great job Jay spa manager and Sonia therapist. Going to visit Ahmedabad next month too. See you soon. Thanks for the hospitality. https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
95,95,Rude hospitalityhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,Spa manager mr Jay shab was very unproffessional and rude .. i had made a booking for spa for 6 pm got a bit late due to traffic condtions ..i got a call from the duty manager saying sir we are cancelling your booking .. let it be please dont come ..”kal dekhte hai “ is it the way ?? How can they cancel my booking which was already confirmed even via call !! Rude hospitality !!! Unproffessionalhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,1.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
96,96,Spa which made my soul happy and relaxedhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,Hello Folks i would really like to thank the ode spa at Marriott Ahmedabad as I have got an amazing spa service . Sonia was my therapist she has a magic hands and knowledge was excellent. Room was pretty clean. Nice and soothing aroma and music. Great force of hot shower. Cheers to the ode spa people.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
97,97,"Relaxing, rejuvenating, out of the worldhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",Ode spa has really unique menu not much of services but really good options. I had a massage and scrub. The service was excellent thanks Nono for that. Felt relaxed and rejuvenated. Thanks folks at ode spa. I will definitely think for buying membership. https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
98,98,Value for money.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,I visit at ode spa in courtyard Marriot at Ahmedabad. Very professional spa service. Therapist are very well experience n knowledgeable. I took deep tissu massage very hard and relaxing for full body. https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
99,99,Time to relax https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,We have visit in ode spa at Marriott. Very relaxing spa. Very experienced staff. Manager and staff are very helpful. https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
100,100,The great spa !!! The name is Ode spa Marriotthttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,I am visit ode spa very relaxing spa. I am very happy to give reference to my another friends. Must visit for relaxing place. Very nice interior.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
101,101,Superb experience one of the besthttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,We had a great time at ode spa courtyard Marriott Ahmedabad. We went for couple therapy. They got a nice couple room. Ambience is the best. Therapist were really good . Front desk staff were knowledgeable. Quite a good experience. Thanks team . Cheers!!!https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
102,102,Time To relax ?? Ode spa is the best in Allhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"Well ,,, we Were staying in a Courtyard Marriott Hotel and visited a Ode spa .  We had a couple therapy. Spa has a beautiful couples room with great and soothing music. Therapist were really good and hardworking and knowledgeable. This is the best spa in Ahmedabad right now in my opinion. It's a must visit.!!!!! https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or10-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
103,103,One of the Finest Experience at Ode spa Courtyard By marriotthttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,we had a Couple Therapy at Ode spa Marriott Ahmedabad. They got a really nice Couple room Quite specious with Big Shower room . Therapist were Amazing and Did really good service. Front desk Staff were helpful and Suggested Us with a very good Options. I would definitely recommend couple session at Ode spa Marriott satellite.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
104,104,Great experience everhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"In my last visit of ode spa Marriott I took combo of facial,spa pedicure and Manicure.It was great spa experience ever.. I love the place and staff.Highly recommended spa & beauty services in Ahmedabad. Good job..https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
105,105,Good experience !!https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"O2 Spa I had the best experience here taking back ,shoulder and foot massage . The staff is so well trained and the ambience and music is so so relaxing . Its a must visit Spa experience in ahmedabad.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
106,106,Sonu best in serviceshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,We have been BNI meetings at Marriott hotel and SONU who serves us has been very cooperative . This type of hospitality is not seen in any of the hotels as we regularly visit most of the 5 star hotels in Ahmedabad. Thanks SONU for your hospitality.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
107,107,Great Experience and value for moneyhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"This place is very comfortable with frequent travelers as they have wide time range from early morning till late nightI had a good experience for great massage. Before visiting, I read few reviews which were not encouraging but my experience for goodhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",4.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
108,108,Terrible Experiencehttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"Visited today as we had couple vouchers from Nearby for a 60 min massage and deep tissue facial.While booking the appt.the customer care associate told us that it was a couple room. Upon reaching the hotel, we were told the couple room does not exist only. The gentlemen at the reception desk at Spa - Deep/Deepak was absurdly rude, no eye contact just point blank no on the face.The massage started and I was glad that at least the therapist was good. This rating of 2 is only for the therapist Annie who was polite and helpfulLast cherry on the cake was the towel that was offered for shower. I mean you don't expect something like that at a Marriott hotel even if the spa is outsourced. Just blew up my mind!Don't forget to check out the picture of the towel - such a disaster! I will not even use it as a mop at home!https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",1.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
109,109,Worst Servicehttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"I took a service after looking the reviews of the spa , i took from near buy deal welcoming of the spa and giving welcome drink was good after 45 mins of service the therapist asked me if i want extra service or something else as it was an hour service so in last 15 mins they want to give extra service. I went their to get relax. The worst service ever , i will never suggest anyone to go over there. Being in a hotel like Marriott Ahmadabad i didn't expect this type of service in a 5 star hotel and when asked to the therapist which oil you are using she didn't answer and when I smelled it it was like cooking oil. Do we pay to get massage in a cooking oil. Above that the quality of towel and bed sheet was very bad it was smelling like anything. It seems they used the linens for 2-3 guest before i was being served. Waste of money and time.This is the service you provide to your customer?https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",1.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
110,110,Excellent breakfast  and dinnerhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,I was there with my office mates you can find anything what you eat means you get your choice food there. and best thing is chef cook food in front of you. i enjoyed breakfast  and dinner there. nice staff and hotel is very clear.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
111,111,Gujarat 2017https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,We had a comfortable stay the food was delicious and the staff were kind I can’t say much as I spent my time in the city more than the hotelhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
112,112,Excellent breakfast experiencehttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"The breakfast spread at JW Marriot, Ahmedabad had an interesting  mix of Western and Indian selection. I was looking for some local Gujarati fare  and the Chef personally served a wide range of some very interesting dishes - dhokla, jelebi, thalipeeth....What made the experience memorable was the personal intervention of the Chef, brimming with enthusiasm and a cheerful, infectious smile! Great way  to start your day!!https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",4.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or20-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
113,113,Review for Marriott Ahmedabadhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,Services at the hotel  right from check-in to checkout  was  exceptional. Special thanks  to Sonam Yuden  who knows what hospitality  is and she is asset to your hotel thats  what I can say. She really knows what taking care of guest when they travel to new location.  Thanks to Sonam and other hotel staff for good service.-Yu Xiang -Room 505https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
114,114,Best staff in the city.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"Beautiful ambience, courteous staff, clean rooms and shower area. Therapist are well trained. Keep up the good work. Best wishes. https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
115,115,Therapist is amazing https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,I tried the O 2 spa at Marriot . The therapist who gave me the massage is really good at her work . Aalo is her name if I m spelling it correct . Rest the place is clean n tidy . But still lacks the standard of a spa at Marriot . Doesn't have steam or sauna which is a drawback too . But highly recommended coz of the good service https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,4.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
116,116,The best Spa in Ahmedabadhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,O2 spa is the best spa in Ahmedabad. Its within Marriott hotel. Amazing service with Thai massage and deep tissue massage. Its wonderful heaver experience in life. You have to be lucky enough to enjoy ithttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,3.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
117,117,poor therapisthttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,many spa i visit but some spa is so hight price and therapist is not train and its a good decoration but need some improvment for price and staff sorry to said that but not so much good https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,1.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
118,118,Excellent servicehttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,Very good location. Spa services are excellent and quite reasonable. First had a body scrub and body rub. Awesome it is. Must try. The staff is well trained and very professional. I just love the place.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
119,119,Mr.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,It was my amazing experience. We got  nice and freshfood and hosted by Tara.She knows how to manage guest.Infact it's worth for money.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
120,120,Divine!!https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,An amazing experience. I'd taken a head massage and it was completely worth it.very relaxing.To add to this the soothing ambience and friendly staff made my day.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
121,121,One of the good spa's in the cityhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,O2 has a lot of outlets and is quite a famous brand for Spa's in India. The outlet at Marriott is one of the finest offerings that they have in Ahmedabad. The staff is well trained and atmosphere of the entire place is calm and soothing. Besides they cater to our demands in the best possible manner and give best of services. You would surely enjoy your visit and come out rejuvenated.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,4.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
122,122,FABULOUS PLACE FOR PERFECT RELAXATIONhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"Most refreshing, relaxing and genuine place... I  visit O2 Spa twice a month and its an awesome experience each time.. TRULY AN AUTHENTIC AND GENUINE PLACE FOR RELAXATIONhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or30-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
