,Unnamed: 0,Head,Review,Rating
123,123,Awesome experiencehttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,It was an awesome experience at Marriott Ahmedbad. The entire session inculding welcome drinks...wonderful ambience...friendly staff...it was overall a wonderful and relaxing sessionhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
124,124,very good ambiance with excellent and knowledgable staff.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"The experience at the spa was rejuvenating. It provided relase to all my stiff muscles and gave me relief from my pain which was in my back. The staff was knoweledgable and suggested which massage should i go for ,for the problem i was facing.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",4.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
125,125,Amazing as alwayshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,Going to O2 has always been a pleasant experience. The ambience is relaxing and the service professional. I would definitely recommend the spa to everyone !https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,4.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
126,126,Perfect Relaxationhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"Fabulous Full Body massage. It was relaxing!. I had a fantastic back and shoulder massage. A very relaxing experience. It was Perfect Relaxation. Treatments were fantastic.  They are very professional. I been to them manier times. The therapist changes everytime, but professionalism remains same.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
127,127,Short Stayhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"The best hotel in the area from my experience. The staff always make you welcome with a good breakfast in the morning. The hotel is central in the city so its handy for everything. The hotel seems very well run and organised, with little or no fusshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
128,128,Don't expect them to deliver what you orderhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,Used their app to book with specific request.This was confirmed. But when I showed they could not deliver.Deceiving business practice is not good advertising.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,1.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
129,129,Quality of Therapist https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"i have done the spa service, i found world best quality staff. complicate rejuvenate and relax. Visit again &again.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
130,130,YES!https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"My wife and I went for foot massages and it was a great 30 minutes.  The ambience was wonderful, minus the staff members walking in and out of the room.  All around it was an affordable and pleasurable way to spend half an hour.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
131,131,relaxation at its best!https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"Great friendly attentive service. Efficient booking and reception staff very knowledgeable. The therapists were very professional, polite and caring.The massages and treatments available were extensive and very reasonably priced.The overall impression was very positive and relaxing and would definetely recommend a visit!Deepak (London, UK)https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
132,132,Awesome Experience https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,I will definitely be returning here. The Deep tissue massage was excellent; Aalo did a full body massage AND stretched me out. I felt incredible afterward! She used just the right amount of pressure!https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or40-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
133,133,Great experience ever hadhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,I normally take the spa treatement but this was the first time I experience O2 Spa and it was amazing. The staff was so great and the way the front end welcomed us was superb. Therapist was well trained and was knowing all the proper steps in massage. Room was proper setup with minimum light and yoga music. In short I would love to visit regularly O2.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
134,134,Horrible spa https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"I was surprised to see this is the top rated spa in Ahmedabad as it is truly awful. Firstly, it's very, very run down inside. It's pretty disgusting and not at all peaceful. My pedicurist has clearly never had training in her job. The spa brochure advertised 30 minutes for the pedicure but she took 1.5 hours and didn't even do it properly. She was very slow and it took her 3 tries to trim my nails properly. She scrubbed my feet so hard with SOAP on a hard brush (this is never a spa practice) my feet were dry and very sore afterwards. When I insisted she start painting my nails, and I picked a color, she started but the bottle was so dried out she has a hard time painting and tried to use another color halfway through. She only did one coat and just left me sitting. I had to ask her to do a second coat. There was polish all over my skin, it looked like a child did it. The second coat was not much better. No top coat, fine. I was disgusted with her lack of professionalism and wanted to get out as fast as possible. I told the front desk what happened and they said I could come back but the spa was so filthy I am worried that they do not clean materials properly and I could get an infection. This spa should be shut down immediately. The staff need training at the very least. A woman across from me was having her nails done as well. She saw what was happening and she told me the spa here is so bad at painting she just has them shape her nails and she paints them on her own. Yikes. https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",1.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
135,135,Love d spahttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,We had done oil spa n it was fantastic... One hour session was Superb.... We got in gift bt really enjoyed d service... Staff was good... I had only 1 problem dat in my room their was water logging problem... If manager solve dis problem thm definitely on my next visit I thr r chance may gve u 5 stars...Would definitely recommend to frnds & fly...https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,4.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
136,136,Big brands....only by nameshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"I am a spa freak and visit spas at leat once a month, O2 being one of the good brands and when associated with marriott here at ahmedabad I was expecting little more from them. But as always and like other spas in the city the service was not that great. The ambiance, feel and location was ok but when it comes to service I really not recommend. Also the treatment room where I wa taken to had some problem in the drain and every 5 mins there was a horrible sound of someone flushing next door.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",3.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
137,137,Cut during pedicurehttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"The pedicurist had a terrible attitude, and cut me under the toenail with a scraper. When I yelped from the pain, she seemed very unconcerned. When I went out to complain to the manager she came out and sat in his lap. Seriously. They waived my charges, but I can't help but be worried about the cut under my toenail. Closed tied shoes for the week for me! Worst. Pedicure. Ever.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",1.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
138,138,Love the spahttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,the aroma massage my rah has been the most relaxing hours of my life.the soft smoothing music playing in the back ground and the massage with a pressure level of your own choice is a completely divine experience altogether.best spa services with proffesional therapist. They make me relax.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
139,139,Jakkasssshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"My friend gifted spa treat at o2SPA. First time I took spa in my life,I was confuse , but front desk staff explained each and every services.it was wonderful time.therapist are well trained.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
140,140,Gridlock 2014https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,We recently were in Birmingham when a winter storm brought the city to stand still.  We were fortunate to stay at trussville marriott courtyard.  The reason I am writing this is because Deanna and her  staff did a great job with all the stranded drivers.  Making them comfortable and warm and fed.  Hats off to them.https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
141,141,Awasomehttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,Nice facilities & services provide by staff.Nice one.. Interior and spaces.  Supperb food quality maintain by cook. https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
142,142,Amazing treatment they give uhttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,It was the best spa experience I had.... I have gone to most of the spas in Ahmedabad but trust me this is the best...https://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d3488112-Reviews-or50-Ode_SPA_Courtyard_by_Marriott_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
143,143,Free head & foot massagehttps://www.tripadvisor.in/Attraction_Review-g297608-d10821970-Reviews-Ode_Spa_Novotel_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,The place was very clean & the staff is very helpful & the vibe was very good the barber are very talented & they also provide you a free head and foot massage https://www.tripadvisor.in/Attraction_Review-g297608-d10821970-Reviews-Ode_Spa_Novotel_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d10821970-Reviews-Ode_Spa_Novotel_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
144,144,Friendly Staffhttps://www.tripadvisor.in/Attraction_Review-g297608-d10821970-Reviews-Ode_Spa_Novotel_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html,"I booked the spa for my mother as she was exhausted from travelling and she was very happy with the service provided. She did facial and body massages ,i must say she was really impressed and relaxed. I wanted to make my mother happy and after the service she was really happy and satisfied. Therapist were really nice and ambience was great, smooth music , damn relaxing . Will visit again . Really grateful for the service provided. Thank you https://www.tripadvisor.in/Attraction_Review-g297608-d10821970-Reviews-Ode_Spa_Novotel_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297608-d10821970-Reviews-Ode_Spa_Novotel_Ahmedabad-Ahmedabad_Ahmedabad_District_Gujarat.html
